Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,LinkedIn_Activity,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift,Converted,Impact_Score
11147,2023-08-25,EXP_1307,Delhi,IT Software,,,17233047,906,SOC2,0,0.19,1,24866,9107,1,0.23,443293.0,837.0,0.3,0.04,0,1,0.16,0,0.16
11148,2023-10-05,EXP_5435,Telangana,Solar,1.0,8316.0,65555580,1705,,1,0.46,0,16309,7674,0,0.36,443293.0,4874.0,-0.29,0.23,0,1,-0.56,0,-0.56
11149,2022-03-21,EXP_2863,Rajasthan,Auto Parts,,623.0,27197630,1646,ISO9001,0,0.17,1,11824,1771,0,0.86,443293.0,2715.0,0.81,-0.55,1,0,-0.75,0,-0.75
11150,2025-01-31,EXP_2761,Gujarat,Pharmaceuticals,,2163.0,31179113,813,FDA,0,0.57,0,11864,6750,1,0.12,443293.0,826.0,0.6,0.87,1,1,0.68,0,0.68
11151,2021-06-01,EXP_2343,Tamil Nadu,Medical Devices,,3007.0,68091760,116,ISO9001,1,0.78,1,13817,6274,0,0.59,443293.0,1131.0,-0.41,0.72,0,1,-0.52,0,-0.52
11152,2024-01-16,EXP_3938,Tamil Nadu,Chemicals,1.0,4711.0,1574933,827,RoHS,1,0.77,1,7907,1059,0,0.33,443293.0,2655.0,-0.42,-0.24,1,1,-0.88,1,-0.88
11153,2021-03-24,EXP_1955,Rajasthan,Pharmaceuticals,1.0,3662.0,12311543,1053,FDA,1,0.91,0,11799,4142,0,0.49,443293.0,2460.0,0.81,0.73,0,1,-0.23,0,-0.23
11154,2024-09-15,EXP_2235,Gujarat,Electronics,1.0,,79073137,1363,ISO9001,0,0.49,0,13845,8969,1,0.56,443293.0,4736.0,-0.26,0.07,0,1,0.85,0,0.85
11155,2021-11-04,EXP_9329,Telangana,Pharmaceuticals,,2180.0,59918461,1917,FDA,0,0.6,1,11632,1004,0,0.16,443293.0,265.0,0.73,0.01,1,0,0.19,0,0.19
11156,2024-08-06,EXP_6434,Rajasthan,Solar,0.0,,56142668,1997,,0,0.96,0,8435,9269,0,0.05,443293.0,3097.0,-0.72,0.8,1,1,0.43,0,0.43
11157,2021-12-03,EXP_9140,Tamil Nadu,Machinery,0.0,,14368651,936,,1,0.66,1,4086,2053,0,0.27,443293.0,2543.0,0.77,0.91,0,0,0.49,0,0.49
11158,2023-02-28,EXP_4247,Punjab,Pharmaceuticals,1.0,1984.0,3145175,1424,WHO-GMP,0,0.91,1,7982,8946,1,0.56,443293.0,2760.0,0.32,-0.66,1,1,0.64,1,0.64
11159,2021-07-17,EXP_1433,Tamil Nadu,Engineering,1.0,,67636130,1748,ISO14001,1,0.85,1,24845,9653,1,0.95,443293.0,998.0,-0.19,0.09,1,0,0.95,0,0.95
11160,2022-03-24,EXP_8119,Haryana,Engineering,0.0,3885.0,67484252,1834,,1,0.01,0,18772,11620,1,0.68,443293.0,1693.0,-0.34,0.39,0,1,0.38,0,0.38
11161,2023-02-06,EXP_4264,Rajasthan,Machinery,1.0,,75059904,1102,,0,0.69,0,7731,4678,0,0.65,443293.0,4622.0,0.76,0.63,1,1,-0.7,0,-0.7
11162,2021-07-20,EXP_5429,Punjab,Engineering,0.0,,25382314,1763,,1,0.84,0,21074,9457,0,0.17,443293.0,3676.0,0.25,-0.8,1,0,0.28,0,0.28
11163,2024-12-19,EXP_3600,Delhi,Medical Devices,0.0,,17725896,74,,1,0.25,1,3962,7151,1,0.92,401498.0,2814.0,0.6,0.87,0,0,0.74,0,0.74
11164,2023-10-06,EXP_4809,Maharashtra,Engineering,0.0,,55003497,1903,ISO9001,1,0.99,1,2332,2219,0,0.31,443293.0,2536.0,0.82,-0.32,0,1,-0.56,0,-0.56
11165,2022-09-01,EXP_8932,Tamil Nadu,Pharmaceuticals,1.0,,25046639,1830,,1,0.7,1,16437,14251,1,0.89,241638.0,1321.0,-0.45,-0.73,1,1,0.32,0,0.32
11166,2023-04-30,EXP_5211,Delhi,Textiles,1.0,731.0,35864661,131,,1,0.13,0,4109,3067,1,0.21,348216.0,3856.0,0.61,0.2,0,0,-0.41,0,-0.41
11167,2023-09-30,EXP_8140,Gujarat,IT Software,,8937.0,29247630,199,SOC2,1,0.77,0,14910,5190,0,0.43,443293.0,1100.0,-0.84,0.58,0,1,-0.17,0,-0.17
11168,2021-09-14,EXP_2375,Punjab,Textiles,0.0,,2997045,562,,1,0.8,1,363,4726,1,0.85,584765.0,1083.0,0.87,0.93,1,0,-0.98,1,-0.98
11169,2023-02-28,EXP_2174,Karnataka,Electronics,1.0,8739.0,2555386,297,ISO9001,1,0.54,0,7019,10699,0,0.99,443293.0,1919.0,0.54,-0.07,1,1,0.46,0,0.46
11170,2022-09-03,EXP_1381,Delhi,Electronics,1.0,,15870771,1617,,1,0.51,1,21255,5064,0,0.51,443293.0,4034.0,0.61,0.65,1,0,0.01,0,0.01
11171,2024-08-07,EXP_9519,Telangana,Pharmaceuticals,1.0,6925.0,70040778,1408,WHO-GMP,1,0.22,1,16563,11838,1,0.47,443293.0,423.0,0.67,-0.65,1,0,-0.29,0,-0.29
11172,2023-09-24,EXP_5747,Maharashtra,Textiles,0.0,2020.0,49313801,612,,0,0.59,0,20439,471,1,0.77,443293.0,1194.0,0.77,0.12,0,1,0.18,0,0.18
11173,2023-08-23,EXP_5375,Maharashtra,Engineering,1.0,7778.0,60292294,1634,CE,0,0.91,1,13828,1403,1,0.49,443293.0,2110.0,-0.1,-0.37,1,0,-0.42,0,-0.42
11174,2022-09-26,EXP_4186,Haryana,Solar,1.0,3188.0,15311110,1166,,1,0.93,0,14814,1640,1,0.39,571367.0,2361.0,0.3,0.62,0,0,0.67,0,0.67
11175,2024-08-26,EXP_5095,Haryana,Pharmaceuticals,0.0,2214.0,68508888,618,FDA,0,0.88,0,15396,447,0,0.76,443293.0,4629.0,-0.82,-0.55,0,1,0.01,0,0.01
11176,2023-11-11,EXP_2473,Gujarat,Machinery,,,18056982,506,,0,0.39,0,11899,5482,0,0.5,443293.0,720.0,-0.35,0.97,0,1,0.87,0,0.87
11177,2024-07-24,EXP_5319,Gujarat,Chemicals,0.0,,11344613,1680,RoHS,0,0.35,1,12431,7469,1,0.1,443293.0,1230.0,0.41,0.47,1,1,-0.13,0,-0.13
11178,2023-12-22,EXP_1089,Tamil Nadu,Electronics,1.0,5029.0,72616163,810,ISO9001,1,0.7,1,9014,9283,0,0.48,679736.0,3470.0,-0.06,-0.83,1,0,-0.53,0,-0.53
11179,2023-02-22,EXP_8382,Karnataka,Electronics,,,7091881,871,ISO9001,0,0.43,1,19845,9673,1,0.23,443293.0,2025.0,-0.85,-0.8,1,1,-0.07,0,-0.07
11180,2023-02-19,EXP_8472,Telangana,Engineering,0.0,,48078266,847,ISO14001,0,0.64,1,6236,5645,0,0.6,534550.0,2710.0,-0.35,0.9,0,1,0.86,0,0.86
11181,2022-04-20,EXP_4517,Tamil Nadu,Electronics,1.0,6303.0,28046969,1818,ISO9001,0,0.85,1,6481,10197,0,0.0,443293.0,4009.0,0.71,0.97,0,0,-0.31,1,-0.31
11182,2024-09-13,EXP_8911,Gujarat,Pharmaceuticals,,,62147949,1560,WHO-GMP,0,0.74,1,1238,165,0,0.3,443293.0,937.0,-0.38,0.38,0,1,-0.36,0,-0.36
11183,2023-03-09,EXP_2937,Delhi,Engineering,,4697.0,21005039,1229,ISO9001,0,0.46,0,166,7099,0,0.62,443293.0,504.0,-0.23,0.51,0,0,-0.76,0,-0.76
11184,2023-08-05,EXP_7637,Delhi,Chemicals,1.0,334.0,63408752,1815,RoHS,1,0.02,0,1303,10995,1,0.69,44267.0,4855.0,-0.73,0.22,0,1,0.42,0,0.42
11185,2024-06-18,EXP_1242,Delhi,Auto Parts,0.0,,74665652,1448,,0,0.74,0,15433,11992,0,0.25,868623.0700000001,3212.0,-0.53,-0.93,1,1,-0.25,0,-0.25
11186,2024-09-16,EXP_8515,Punjab,Textiles,,,43688927,1567,ISO9001,0,0.32,1,24096,13482,0,0.84,188099.0,3190.0,-0.46,-0.39,1,1,0.39,0,0.39
11187,2023-02-19,EXP_7988,Delhi,Textiles,0.0,,64841785,902,,0,0.76,1,23896,731,0,0.81,443293.0,54.99000000000001,0.28,0.68,1,1,0.39,0,0.39
11188,2023-10-04,EXP_8019,Telangana,Engineering,0.0,,24418442,1857,ISO9001,1,0.53,1,24152,1796,1,0.11,443293.0,4131.0,-0.33,-0.32,1,1,0.81,0,0.81
11189,2023-03-08,EXP_5314,Rajasthan,Medical Devices,,8127.0,66147420,293,,0,0.15,0,19302,12671,1,0.88,443293.0,691.0,0.26,0.67,0,0,-0.31,0,-0.31
11190,2022-09-19,EXP_5287,Rajasthan,Textiles,1.0,,38700483,1336,ISO9001,1,0.1,0,10930,10121,0,0.05,33425.55,1398.0,-0.93,-0.76,0,1,-0.72,0,-0.72
11191,2021-02-15,EXP_8775,Rajasthan,Chemicals,0.0,,21325689,437,RoHS,0,0.39,1,8387,8783,0,0.67,443293.0,55.0,-0.91,0.22,0,0,-0.06,1,-0.06
11192,2025-01-31,EXP_8626,Punjab,Chemicals,0.0,,25784846,1193,REACH,0,0.29,0,24859,8373,1,0.4,282056.0,621.0,-0.55,-0.28,0,0,0.16,0,0.16
11193,2022-11-30,EXP_7222,Maharashtra,IT Software,,,52448115,199,ISO27001,0,0.65,0,3114,7331,0,0.95,443293.0,1441.0,0.23,0.4,1,1,0.96,0,0.96
11194,2024-09-03,EXP_2347,Delhi,Auto Parts,1.0,8634.0,29453172,1660,ISO9001,0,0.84,0,8092,5922,0,0.36,443293.0,3352.0,0.87,-0.48,0,1,0.82,1,0.82
11195,2024-05-21,EXP_7887,Gujarat,Pharmaceuticals,1.0,4783.0,71259718,1246,EU-GMP,0,0.5,1,4055,12124,0,0.57,792153.0,2001.0,-0.47,-0.09,1,0,0.1,0,0.1
11196,2023-09-23,EXP_7925,Punjab,Medical Devices,0.0,,65268899,1629,,0,0.6,1,3509,7941,1,0.18,626034.0,4733.0,0.74,-0.02,0,1,0.46,0,0.46
11197,2022-03-03,EXP_7649,Haryana,Medical Devices,1.0,,19314496,1006,,1,0.07,1,22910,8819,0,0.04,443293.0,3184.0,0.58,-0.17,0,1,0.21,0,0.21
11198,2021-07-17,EXP_2562,Delhi,Engineering,1.0,1152.0,42651814,256,ISO9001,0,0.45,1,24944,1169,0,0.27,443293.0,4193.0,0.49,0.22,1,1,0.14,0,0.14
11199,2022-11-15,EXP_9690,Karnataka,Chemicals,0.0,2344.0,62952818,1389,ISO14001,0,0.06,0,7652,4763,0,0.15,443293.0,1977.0,0.35,-0.8,1,1,-0.37,0,-0.37
11200,2024-01-12,EXP_3808,Delhi,Pharmaceuticals,,,66712387,183,WHO-GMP,0,0.07,1,12940,6494,1,0.75,443293.0,4111.0,-0.35,0.16,1,1,0.86,0,0.86
11201,2023-09-27,EXP_1623,Tamil Nadu,Solar,,,64213499,1096,TUV,0,0.32,1,10397,9302,1,0.27,443293.0,192.0,0.86,0.66,1,0,-0.12,0,-0.12
11202,2022-01-29,EXP_6278,Punjab,Medical Devices,1.0,5896.0,15454100,1986,,1,0.72,1,9465,761,1,0.82,443293.0,2314.0,0.69,-0.36,1,1,0.71,0,0.71
11203,2023-03-26,EXP_8213,Gujarat,Textiles,,6886.0,4427984,1591,ISO9001,0,0.37,1,4906,13830,0,0.59,443293.0,1608.0,-0.04,-0.26,1,1,0.7,0,0.7
11204,2022-02-19,EXP_8534,Telangana,Electronics,1.0,6060.0,2920793,174,ISO9001,0,0.27,0,6499,14778,0,0.12,99587.0,1117.0,-0.15,-0.19,1,1,0.45,0,0.45
11205,2022-02-05,EXP_2607,Tamil Nadu,Chemicals,,3354.0,6975605,134,ISO14001,0,0.55,0,3030,11727,0,0.38,797163.0,3215.0,0.86,0.26,1,1,0.43,0,0.43
11206,2024-01-02,EXP_1604,Telangana,Solar,1.0,,56728985,1932,UL,1,0.45,1,12668,1909,0,0.4,443293.0,1306.0,0.98,-0.24,0,1,-0.6,0,-0.6
11207,2023-08-04,EXP_3128,Rajasthan,Engineering,0.0,833.0,75447809,638,ISO14001,0,0.75,0,3989,6942,1,0.47,680507.0,2478.0,0.65,0.67,0,1,-0.38,0,-0.38
11208,2022-02-13,EXP_8569,Tamil Nadu,Engineering,,,27691485,359,ISO14001,1,0.37,1,13677,14043,0,0.91,443293.0,4679.0,-0.59,0.24,1,1,0.98,0,0.98
11209,2021-05-01,EXP_4759,Haryana,IT Software,,7626.0,62600174,1244,ISO27001,0,0.71,0,420,9445,0,0.5,443293.0,2024.0,0.61,-0.85,0,0,-0.16,0,-0.16
11210,2021-11-07,EXP_3333,Gujarat,Electronics,,,12138629,716,,1,0.96,0,18775,464,1,0.96,509523.0,812.0,0.77,-0.29,1,0,-0.54,1,-0.54
11211,2022-06-29,EXP_9373,Rajasthan,Machinery,,,75519046,506,ISO9001,0,0.93,1,22577,8721,0,0.14,443293.0,2445.0,-0.23,-0.42,0,0,-0.97,0,-0.97
11212,2021-11-26,EXP_1891,Tamil Nadu,Machinery,1.0,,22851304,1887,ISO9001,1,0.54,1,15396,4690,0,0.27,443293.0,665.0,0.47,-0.51,0,0,-0.11,0,-0.11
11213,2022-09-18,EXP_8168,Haryana,Engineering,0.0,8775.0,55131320,838,,1,0.15,1,21142,2564,0,0.19,216405.0,4540.0,-0.42,0.18,1,0,0.62,0,0.62
11214,2021-01-25,EXP_7270,Rajasthan,Electronics,1.0,,75287497,997,ISO9001,1,0.19,0,20409,3753,1,0.43,227966.0,1975.0,0.79,0.17,1,1,-0.79,0,-0.79
11215,2021-07-21,EXP_9662,Haryana,Machinery,1.0,,14493961,828,ISO9001,0,0.59,1,19425,9859,1,0.07,443293.0,591.0,0.42,-0.15,0,1,-0.82,0,-0.82
11216,2022-01-23,EXP_1234,Haryana,Machinery,,6601.0,63700766,916,ISO9001,0,0.6,1,15889,13339,0,0.52,443293.0,284.0,-0.23,-0.85,0,0,-0.96,0,-0.96
11217,2023-01-21,EXP_2747,Gujarat,Auto Parts,,4300.0,25643204,1192,,1,0.01,0,7705,950,0,0.34,443293.0,879.0,0.48,-0.06,1,1,-0.26,0,-0.26
11218,2022-11-12,EXP_5721,Punjab,Auto Parts,0.0,,70359567,72,ISO9001,1,0.9,1,15272,13778,0,0.1,443293.0,2180.0,-0.4,0.8,0,0,0.11,1,0.11
11219,2023-05-01,EXP_1460,Maharashtra,Textiles,1.0,,50321438,1184,,1,0.65,1,24242,11020,0,0.49,443293.0,2040.0,-0.13,0.67,0,1,-0.63,0,-0.63
11220,2021-05-05,EXP_8326,Tamil Nadu,IT Software,,,72358671,964,,1,0.38,1,20693,11952,0,0.65,443293.0,54.99000000000001,-0.52,0.64,1,0,0.42,0,0.42
11221,2022-01-05,EXP_5392,Tamil Nadu,Chemicals,0.0,,37584555,1081,,1,0.67,1,14238,13758,0,0.03,33425.55,2512.0,0.36,-0.96,0,1,0.77,0,0.77
11222,2024-11-15,EXP_8351,Delhi,Textiles,0.0,3093.0,11930928,86,,1,0.07,0,2023,5228,0,0.17,161814.0,2042.0,-0.85,0.91,0,0,-0.38,0,-0.38
11223,2022-12-01,EXP_8734,Delhi,Electronics,,7846.0,13301114,1140,,1,0.57,1,13886,7281,1,0.08,443293.0,1457.0,-0.15,-0.8,0,0,-0.8,0,-0.8
11224,2021-06-20,EXP_3105,Haryana,IT Software,0.0,,14908652,842,,0,0.0,1,1772,4535,0,0.98,443293.0,4922.0,0.83,-0.9,0,0,0.31,0,0.31
11225,2024-12-16,EXP_4137,Gujarat,Machinery,1.0,554.0,15019388,64,,1,0.94,1,20997,6155,1,0.1,443293.0,479.0,0.0,0.21,0,0,-0.01,0,-0.01
11226,2024-07-14,EXP_4056,Telangana,Auto Parts,1.0,2573.0,33809967,272,,1,0.52,1,16977,11041,1,0.91,443293.0,3550.0,0.48,-0.1,1,1,-0.74,0,-0.74
11227,2021-06-29,EXP_2613,Delhi,Medical Devices,0.0,3609.0,7944083,1948,ISO9001,1,0.93,1,18129,9756,0,0.29,443293.0,3426.0,-0.49,-0.83,0,0,0.22,0,0.22
11228,2024-02-25,EXP_5991,Tamil Nadu,Electronics,,4704.0,67315807,560,,1,0.81,0,12262,4490,1,0.75,443293.0,346.0,0.95,-0.28,0,1,-0.37,0,-0.37
11229,2022-02-23,EXP_6175,Haryana,Textiles,0.0,,38124452,1210,ISO9001,0,0.81,0,3224,574,1,0.56,443293.0,4681.0,0.24,-0.97,0,0,0.84,0,0.84
11230,2021-08-26,EXP_4615,Maharashtra,Auto Parts,1.0,,58043697,1905,ISO9001,0,0.62,1,133,6513,1,0.01,775476.0,1867.0,-0.24,-0.3,0,0,-0.09,0,-0.09
11231,2024-02-26,EXP_9797,Gujarat,IT Software,0.0,,15570224,465,GDPR,1,0.62,1,13332,14718,0,0.61,443293.0,957.0,0.27,-0.83,1,1,-0.45,0,-0.45
11232,2021-09-06,EXP_1127,Punjab,Auto Parts,1.0,6948.0,64503600,255,,1,0.48,1,2448,6150,0,0.48,443293.0,479.0,0.28,0.38,0,1,-0.17,0,-0.17
11233,2022-04-14,EXP_9349,Rajasthan,Medical Devices,,,35100150,906,,1,0.68,0,21829,11973,0,0.32,443293.0,3817.0,-0.67,0.51,0,0,-0.88,0,-0.88
11234,2022-09-28,EXP_7607,Telangana,Auto Parts,1.0,,52552554,753,,0,0.17,0,22385,13588,0,0.46,756819.0,436.0,0.59,0.46,0,1,-0.03,0,-0.03
11235,2024-08-31,EXP_1632,Telangana,Chemicals,0.0,1214.0,13185119,205,,1,0.65,1,19915,11370,0,0.05,443293.0,2071.0,0.68,0.93,1,1,0.81,0,0.81
11236,2021-04-20,EXP_2043,Maharashtra,Auto Parts,,,27650307,616,,1,0.93,1,4644,10558,0,0.11,443293.0,4424.0,0.88,0.48,1,0,0.11,0,0.11
11237,2022-05-19,EXP_5809,Rajasthan,Textiles,,,35739322,1708,ISO9001,1,0.13,0,23050,7105,1,0.69,443293.0,3822.0,0.2,-0.02,0,1,0.8,0,0.8
11238,2021-04-04,EXP_3521,Punjab,Electronics,0.0,,29775938,1325,ISO9001,1,0.79,1,11552,14747,1,0.78,443293.0,736.0,0.76,-0.36,1,1,-0.35,0,-0.35
11239,2024-05-28,EXP_3235,Telangana,Textiles,1.0,,11377334,1714,ISO9001,1,0.4,0,20148,3033,0,0.21,445524.0,3803.0,0.27,-0.2,1,0,-0.57,0,-0.57
11240,2023-09-26,EXP_4485,Karnataka,IT Software,,,61690801,461,GDPR,0,0.41,0,11881,12631,0,0.44,443293.0,426.0,0.55,0.13,1,1,-0.11,0,-0.11
11241,2024-03-21,EXP_9476,Rajasthan,Medical Devices,0.0,7501.0,1913945,138,,0,0.94,1,739,1597,1,0.67,443293.0,3538.0,-0.19,-0.09,1,1,0.06,0,0.06
11242,2024-11-02,EXP_7441,Rajasthan,Engineering,,,35518520,1779,,1,0.35,1,14345,7499,1,0.91,739073.0,3551.0,0.39,-0.84,1,1,-0.03,0,-0.03
11243,2022-01-01,EXP_8983,Punjab,Engineering,0.0,2524.0,59374042,795,ISO9001,0,0.12,0,23105,9111,0,0.01,443293.0,2436.0,-1.0,0.01,0,0,-0.57,0,-0.57
11244,2022-05-01,EXP_7050,Karnataka,Solar,,1094.0,62079964,1637,IEC,1,0.34,0,11126,14813,0,0.41,750819.0,755.0,0.46,0.58,0,1,-0.44,0,-0.44
11245,2024-04-04,EXP_4915,Delhi,Medical Devices,1.0,,65860049,815,ISO9001,0,0.4,1,5039,2165,1,0.49,242822.0,4878.0,-0.45,0.07,1,1,0.33,0,0.33
11246,2024-03-12,EXP_8556,Tamil Nadu,Medical Devices,1.0,,19924981,568,ISO9001,0,0.65,0,5634,6890,0,0.1,600845.0,2221.0,-0.15,0.31,1,1,-0.38,0,-0.38
11247,2024-10-27,EXP_9200,Telangana,Medical Devices,1.0,,33996455,999,ISO9001,0,0.79,0,2521,2532,1,0.43,443293.0,793.0,-0.61,0.73,1,1,-0.62,0,-0.62
11248,2021-11-15,EXP_7269,Tamil Nadu,Textiles,0.0,1711.0,66043259,1783,ISO9001,1,0.51,1,18149,12023,1,0.15,443293.0,2500.0,0.41,-0.52,1,1,-0.17,0,-0.17
11249,2024-10-20,EXP_5716,Punjab,Electronics,1.0,,12196393,607,,0,0.3,1,7609,11415,1,0.48,318456.0,1113.0,0.83,0.63,1,1,-0.84,0,-0.84
11250,2024-05-17,EXP_2641,Maharashtra,Machinery,0.0,,14800315,1548,ISO9001,0,0.5,0,1191,823,0,0.28,443293.0,1355.0,-0.42,0.08,1,1,-0.36,0,-0.36
11251,2023-09-13,EXP_3854,Karnataka,Machinery,1.0,,25610599,685,,0,0.27,1,4743,7007,1,0.07,585588.0,3191.0,0.66,-0.68,1,1,-0.65,0,-0.65
11252,2022-09-20,EXP_1935,Tamil Nadu,Medical Devices,0.0,6016.0,49052436,101,,1,0.95,1,16534,3155,1,0.17,524929.0,683.0,-0.78,0.93,0,1,0.77,0,0.77
11253,2023-08-24,EXP_9793,Haryana,Auto Parts,,1280.0,76483819,960,,0,0.56,1,98,9381,1,0.88,829517.0,2195.0,0.93,-0.3,1,0,-0.08,1,-0.08
11254,2024-05-20,EXP_9907,Maharashtra,Chemicals,1.0,,65188815,808,ISO14001,1,0.05,1,23563,14806,1,0.67,443293.0,4726.0,0.16,0.8,1,0,-0.16,0,-0.16
11255,2023-10-02,EXP_2960,Maharashtra,Pharmaceuticals,0.0,,53202692,1760,WHO-GMP,1,0.19,1,18610,13012,0,0.55,438711.0,1886.0,-0.32,-0.17,1,1,-0.7,1,-0.7
11256,2023-11-19,EXP_1288,Gujarat,IT Software,,,72470093,838,,1,0.98,0,20334,5343,1,0.86,534781.0,1937.0,-0.09,-0.47,0,1,-0.59,1,-0.59
11257,2023-11-18,EXP_3656,Rajasthan,Electronics,,,29820714,985,,1,0.38,0,5680,1696,1,0.77,443293.0,1285.0,0.9,0.63,0,0,-0.06,0,-0.06
11258,2025-01-02,EXP_2334,Rajasthan,Engineering,,1537.0,45046118,453,ISO9001,0,0.69,1,7363,8029,1,0.32,443293.0,4437.0,-0.39,-0.89,0,1,-0.36,1,-0.36
11259,2021-06-28,EXP_6889,Karnataka,Textiles,1.0,275.0,55049529,1929,ISO9001,0,0.83,0,8809,3185,0,0.06,443293.0,4905.0,-0.76,-0.77,0,0,0.68,0,0.68
11260,2021-10-27,EXP_9529,Haryana,Pharmaceuticals,0.0,,48656743,416,EU-GMP,0,0.38,1,20204,4577,0,0.51,773535.0,3076.0,-0.79,0.32,1,1,0.38,0,0.38
11261,2024-04-01,EXP_2065,Haryana,Solar,,,72498277,1282,IEC,1,0.6,0,2067,5558,0,0.71,443293.0,2787.0,0.47,0.87,0,0,0.31,0,0.31
11262,2021-06-20,EXP_6877,Maharashtra,Auto Parts,1.0,7252.0,22478494,414,,0,0.56,1,580,12240,0,0.78,443293.0,488.0,0.17,0.79,0,0,0.03,0,0.03
11263,2021-10-25,EXP_3533,Punjab,Textiles,,,66157224,521,,1,0.69,1,15179,2531,1,0.39,443293.0,1587.0,0.61,-0.82,1,0,-0.87,0,-0.87
11264,2022-01-29,EXP_1308,Punjab,Auto Parts,,,50417400,405,ISO9001,0,0.7,0,15179,10650,0,0.98,443293.0,1202.0,-0.66,-0.97,0,1,0.63,0,0.63
11265,2023-11-17,EXP_2689,Delhi,Solar,0.0,7229.0,28742226,1765,IEC,0,0.75,0,8472,1725,0,0.92,75801.0,4952.0,0.04,-0.36,1,0,-0.84,0,-0.84
11266,2022-11-13,EXP_9045,Punjab,Textiles,1.0,,64567841,1644,ISO9001,0,0.87,1,3426,1784,1,0.88,443293.0,3617.0,-0.81,0.4,1,1,-0.07,0,-0.07
11267,2024-06-26,EXP_5881,Rajasthan,Solar,0.0,,23934846,628,IEC,1,0.03,0,21285,9939,0,0.87,443293.0,2387.0,0.2,0.45,0,0,0.64,0,0.64
11268,2024-02-07,EXP_2728,Karnataka,IT Software,1.0,,8036414,672,ISO27001,1,0.6,1,14661,12479,1,0.1,443293.0,4150.0,-0.47,-0.44,1,1,-0.32,0,-0.32
11269,2024-10-23,EXP_3675,Maharashtra,IT Software,1.0,,36392094,1529,GDPR,1,0.09,0,13064,14612,1,0.05,443293.0,335.0,-0.92,-0.83,0,0,0.51,0,0.51
11270,2024-02-10,EXP_1557,Rajasthan,Medical Devices,1.0,,42924684,1376,ISO9001,0,0.36,1,17274,12400,1,0.21,443293.0,2886.0,0.53,-0.03,0,1,-0.01,0,-0.01
11271,2024-05-25,EXP_1521,Maharashtra,Machinery,,,55291480,1268,,1,0.78,0,22922,14526,1,0.97,443293.0,3298.0,-0.09,0.69,1,0,0.91,0,0.91
11272,2021-12-16,EXP_3056,Rajasthan,Medical Devices,,,7312676,628,ISO9001,0,0.75,1,5013,13376,1,0.5,649147.0,2172.0,0.3,0.2,0,1,-0.21,0,-0.21
11273,2021-07-24,EXP_8166,Rajasthan,Textiles,1.0,7364.0,41327250,1788,ISO9001,0,0.4,1,12070,9352,0,0.11,443293.0,3035.0,-0.06,0.68,1,0,0.87,1,0.87
11274,2022-08-16,EXP_7535,Telangana,Solar,1.0,6884.0,16111711,402,UL,0,0.1,1,8962,13299,0,0.81,160647.0,2077.0,0.88,-0.74,1,1,-0.84,0,-0.84
11275,2021-06-25,EXP_6594,Tamil Nadu,Electronics,,,69813540,1627,,1,0.83,0,7483,7400,1,0.09,443293.0,728.0,-0.55,0.54,0,0,0.75,0,0.75
11276,2024-12-31,EXP_2469,Gujarat,Machinery,0.0,,33629525,1262,,1,0.94,0,14280,14576,0,0.71,443293.0,54.99000000000001,-0.9,-0.45,0,0,0.56,0,0.56
11277,2023-04-14,EXP_7224,Maharashtra,Pharmaceuticals,0.0,6220.0,79644089,139,FDA,0,0.59,0,16798,4619,0,0.55,443293.0,1806.0,0.84,-0.32,0,1,0.34,0,0.34
11278,2024-05-09,EXP_7943,Karnataka,Chemicals,1.0,4812.0,66246231,1241,RoHS,0,0.36,1,5335,10505,0,0.61,443293.0,3869.0,-0.78,0.33,0,1,0.92,0,0.92
11279,2021-09-16,EXP_4332,Haryana,Machinery,,3046.0,31098709,658,,0,0.58,1,8682,3699,1,0.9,641393.0,2735.0,0.54,0.45,1,0,-0.06,1,-0.06
11280,2022-11-20,EXP_1330,Punjab,Solar,,2518.0,77242781,557,,1,0.04,1,14658,1517,1,0.25,543440.0,4379.0,0.52,0.47,1,0,0.64,0,0.64
11281,2022-10-27,EXP_1199,Delhi,IT Software,,,8558942,276,,1,0.27,1,8382,4141,1,0.85,443293.0,1171.0,0.89,0.17,0,1,0.21,0,0.21
11282,2021-10-08,EXP_5110,Punjab,Engineering,0.0,,5247160,672,ISO14001,0,0.4,1,2408,13397,1,0.37,33425.55,4813.0,0.26,-0.33,0,0,0.31,0,0.31
11283,2022-03-11,EXP_2197,Karnataka,IT Software,1.0,,40847646,557,SOC2,1,0.97,0,22345,12207,1,0.73,443293.0,1508.0,-0.87,-0.92,0,0,0.68,0,0.68
11284,2023-10-08,EXP_4444,Gujarat,Auto Parts,,5680.0,27673223,1972,,1,0.37,0,8206,11129,1,0.34,464699.0,2378.0,-0.49,-0.65,0,0,0.72,1,0.72
11285,2022-01-09,EXP_3774,Punjab,Textiles,,4067.0,18018968,457,ISO9001,1,0.14,1,21209,9665,0,0.14,71535.0,2574.0,-0.49,0.0,0,1,-0.16,0,-0.16
